Measure Names,Port Name,State,Year,Port Code,Measure Values
Total (tons),Philadelphia,Pennsylvania,2021,C0552,"30,654,595"
Domestic,Philadelphia,Pennsylvania,2021,C0552,"10,073,242"
Foreign Total,Philadelphia,Pennsylvania,2021,C0552,"20,581,353"
Exports,Philadelphia,Pennsylvania,2021,C0552,"7,522,120"
Imports,Philadelphia,Pennsylvania,2021,C0552,"13,059,233"
Total (tons),Philadelphia Regional Port,Pennsylvania,2020,C0552,"28,517,760"
Domestic,Philadelphia Regional Port,Pennsylvania,2020,C0552,"11,589,634"
Foreign Total,Philadelphia Regional Port,Pennsylvania,2020,C0552,"16,928,126"
Exports,Philadelphia Regional Port,Pennsylvania,2020,C0552,"7,094,446"
Imports,Philadelphia Regional Port,Pennsylvania,2020,C0552,"9,833,680"
Total (tons),Philadelphia Regional Port,Pennsylvania,2022,C0552,"31,790,943"
Domestic,Philadelphia Regional Port,Pennsylvania,2022,C0552,"12,939,462"
Foreign Total,Philadelphia Regional Port,Pennsylvania,2022,C0552,"18,851,481"
Exports,Philadelphia Regional Port,Pennsylvania,2022,C0552,"7,281,677"
Imports,Philadelphia Regional Port,Pennsylvania,2022,C0552,"11,569,804"
Total (tons),Pittsburgh,Pennsylvania,2010,I2358,"33,843,362"
Domestic,Pittsburgh,Pennsylvania,2010,I2358,"33,843,362"
Foreign Total,Pittsburgh,Pennsylvania,2010,I2358,
Exports,Pittsburgh,Pennsylvania,2010,I2358,
Imports,Pittsburgh,Pennsylvania,2010,I2358,
Total (tons),Pittsburgh,Pennsylvania,2017,I2358,"26,022,535"
Domestic,Pittsburgh,Pennsylvania,2017,I2358,"26,022,535"
Foreign Total,Pittsburgh,Pennsylvania,2017,I2358,
Exports,Pittsburgh,Pennsylvania,2017,I2358,
Imports,Pittsburgh,Pennsylvania,2017,I2358,
Total (tons),Pittsburgh,Pennsylvania,2018,I2358,"21,567,015"
Domestic,Pittsburgh,Pennsylvania,2018,I2358,"21,567,015"
Foreign Total,Pittsburgh,Pennsylvania,2018,I2358,
Exports,Pittsburgh,Pennsylvania,2018,I2358,
Imports,Pittsburgh,Pennsylvania,2018,I2358,
Total (tons),Pittsburgh,Pennsylvania,2019,I2358,"21,777,395"
Domestic,Pittsburgh,Pennsylvania,2019,I2358,"21,777,395"
Foreign Total,Pittsburgh,Pennsylvania,2019,I2358,
Exports,Pittsburgh,Pennsylvania,2019,I2358,
Imports,Pittsburgh,Pennsylvania,2019,I2358,
Total (tons),Pittsburgh,Pennsylvania,2020,I2358,"31,072,102"
Domestic,Pittsburgh,Pennsylvania,2020,I2358,"31,072,102"
Foreign Total,Pittsburgh,Pennsylvania,2020,I2358,0
Exports,Pittsburgh,Pennsylvania,2020,I2358,0
Imports,Pittsburgh,Pennsylvania,2020,I2358,0
Total (tons),Pittsburgh,Pennsylvania,2021,I2358,"16,431,187"
Domestic,Pittsburgh,Pennsylvania,2021,I2358,"16,431,187"
Foreign Total,Pittsburgh,Pennsylvania,2021,I2358,0
Exports,Pittsburgh,Pennsylvania,2021,I2358,0
Imports,Pittsburgh,Pennsylvania,2021,I2358,0
Total (tons),Plaquemines,Louisiana,2010,C2255,"55,836,687"
Domestic,Plaquemines,Louisiana,2010,C2255,"36,927,933"
Foreign Total,Plaquemines,Louisiana,2010,C2255,"18,908,754"
Exports,Plaquemines,Louisiana,2010,C2255,"17,551,711"
Imports,Plaquemines,Louisiana,2010,C2255,"1,357,043"
Total (tons),Plaquemines,Louisiana,2017,C2255,"54,465,907"
Domestic,Plaquemines,Louisiana,2017,C2255,"31,357,299"
Foreign Total,Plaquemines,Louisiana,2017,C2255,"23,108,608"
Exports,Plaquemines,Louisiana,2017,C2255,"18,352,044"
Imports,Plaquemines,Louisiana,2017,C2255,"4,756,564"
Total (tons),Plaquemines,Louisiana,2018,C2255,"56,850,137"
Domestic,Plaquemines,Louisiana,2018,C2255,"31,114,413"
Foreign Total,Plaquemines,Louisiana,2018,C2255,"25,735,724"
Exports,Plaquemines,Louisiana,2018,C2255,"19,130,113"
Imports,Plaquemines,Louisiana,2018,C2255,"6,605,611"
Total (tons),Plaquemines,Louisiana,2019,C2255,"52,752,984"
Domestic,Plaquemines,Louisiana,2019,C2255,"28,953,945"
Foreign Total,Plaquemines,Louisiana,2019,C2255,"23,799,039"
Exports,Plaquemines,Louisiana,2019,C2255,"18,217,231"
Imports,Plaquemines,Louisiana,2019,C2255,"5,581,808"
Total (tons),Plaquemines,Louisiana,2020,C2255,"46,750,799"
Domestic,Plaquemines,Louisiana,2020,C2255,"25,879,971"
Foreign Total,Plaquemines,Louisiana,2020,C2255,"20,870,828"
Exports,Plaquemines,Louisiana,2020,C2255,"16,314,859"
Imports,Plaquemines,Louisiana,2020,C2255,"4,555,969"
Total (tons),Plaquemines,Louisiana,2021,C2255,"52,698,083"
Domestic,Plaquemines,Louisiana,2021,C2255,"28,556,389"
Foreign Total,Plaquemines,Louisiana,2021,C2255,"24,141,694"
Exports,Plaquemines,Louisiana,2021,C2255,"19,694,762"
Imports,Plaquemines,Louisiana,2021,C2255,"4,446,932"
Total (tons),Plaquemines Port District,Louisiana,2020,C2255,"46,750,799"
Domestic,Plaquemines Port District,Louisiana,2020,C2255,"25,879,971"
Foreign Total,Plaquemines Port District,Louisiana,2020,C2255,"20,870,828"
Exports,Plaquemines Port District,Louisiana,2020,C2255,"16,314,859"
Imports,Plaquemines Port District,Louisiana,2020,C2255,"4,555,969"
Total (tons),Plaquemines Port District,Louisiana,2022,C2255,"55,370,609"
Domestic,Plaquemines Port District,Louisiana,2022,C2255,"30,040,363"
Foreign Total,Plaquemines Port District,Louisiana,2022,C2255,"25,330,246"
Exports,Plaquemines Port District,Louisiana,2022,C2255,"19,525,522"
Imports,Plaquemines Port District,Louisiana,2022,C2255,"5,804,724"
Total (tons),Ponce,Puerto Rico,2010,C2151,"1,842,881"
Domestic,Ponce,Puerto Rico,2010,C2151,"2,108"
Foreign Total,Ponce,Puerto Rico,2010,C2151,"1,840,773"
Exports,Ponce,Puerto Rico,2010,C2151,"154,580"
Imports,Ponce,Puerto Rico,2010,C2151,"1,686,193"
Total (tons),Ponce,Puerto Rico,2017,C2151,"1,118,002"
Domestic,Ponce,Puerto Rico,2017,C2151,"345,272"
Foreign Total,Ponce,Puerto Rico,2017,C2151,"772,730"
Exports,Ponce,Puerto Rico,2017,C2151,"88,882"
Imports,Ponce,Puerto Rico,2017,C2151,"683,848"
Total (tons),Ponce,Puerto Rico,2018,C2151,"1,090,198"
Domestic,Ponce,Puerto Rico,2018,C2151,732
Foreign Total,Ponce,Puerto Rico,2018,C2151,"1,089,466"
Exports,Ponce,Puerto Rico,2018,C2151,"56,659"
Imports,Ponce,Puerto Rico,2018,C2151,"1,032,807"
Total (tons),Ponce,Puerto Rico,2019,C2151,"1,202,254"
Domestic,Ponce,Puerto Rico,2019,C2151,
Foreign Total,Ponce,Puerto Rico,2019,C2151,"1,202,254"
Exports,Ponce,Puerto Rico,2019,C2151,"117,428"
Imports,Ponce,Puerto Rico,2019,C2151,"1,084,826"
Total (tons),Ponce,Puerto Rico,2020,C2151,"2,127,875"
Domestic,Ponce,Puerto Rico,2020,C2151,
Foreign Total,Ponce,Puerto Rico,2020,C2151,"2,127,875"
Exports,Ponce,Puerto Rico,2020,C2151,"28,660"
Imports,Ponce,Puerto Rico,2020,C2151,"2,099,215"
Total (tons),Ponce,Puerto Rico,2021,C2151,"1,987,062"
Domestic,Ponce,Puerto Rico,2021,C2151,0
Foreign Total,Ponce,Puerto Rico,2021,C2151,"1,987,062"
Exports,Ponce,Puerto Rico,2021,C2151,"55,505"
Imports,Ponce,Puerto Rico,2021,C2151,"1,931,557"
Total (tons),Ponce Port Authority,Puerto Rico,2020,C2151,"2,127,875"
Domestic,Ponce Port Authority,Puerto Rico,2020,C2151,0
Foreign Total,Ponce Port Authority,Puerto Rico,2020,C2151,"2,127,875"
Exports,Ponce Port Authority,Puerto Rico,2020,C2151,"28,660"
Imports,Ponce Port Authority,Puerto Rico,2020,C2151,"2,099,215"
Total (tons),Port Angeles,Washington,2010,C4708,"719,892"
Domestic,Port Angeles,Washington,2010,C4708,"480,995"
Foreign Total,Port Angeles,Washington,2010,C4708,"238,897"
Exports,Port Angeles,Washington,2010,C4708,"84,180"
Imports,Port Angeles,Washington,2010,C4708,"154,717"
Total (tons),Port Angeles,Washington,2017,C4708,"773,840"
Domestic,Port Angeles,Washington,2017,C4708,"133,062"
Foreign Total,Port Angeles,Washington,2017,C4708,"640,778"
Exports,Port Angeles,Washington,2017,C4708,"613,206"
Imports,Port Angeles,Washington,2017,C4708,"27,572"
Total (tons),Port Arthur,Texas,2010,C2416,"30,231,786"
Domestic,Port Arthur,Texas,2010,C2416,"10,766,872"
Foreign Total,Port Arthur,Texas,2010,C2416,"19,464,914"
Exports,Port Arthur,Texas,2010,C2416,"8,682,215"
Imports,Port Arthur,Texas,2010,C2416,"10,782,699"
Total (tons),Port Arthur,Texas,2017,C2416,"39,203,245"
Domestic,Port Arthur,Texas,2017,C2416,"9,855,165"
Foreign Total,Port Arthur,Texas,2017,C2416,"29,348,080"
Exports,Port Arthur,Texas,2017,C2416,"19,264,507"
Imports,Port Arthur,Texas,2017,C2416,"10,083,573"
Total (tons),Port Arthur,Texas,2018,C2416,"39,851,706"
Domestic,Port Arthur,Texas,2018,C2416,"10,871,760"
Foreign Total,Port Arthur,Texas,2018,C2416,"28,979,946"
Exports,Port Arthur,Texas,2018,C2416,"19,790,230"
Imports,Port Arthur,Texas,2018,C2416,"9,189,716"
Total (tons),Port Arthur,Texas,2019,C2416,"33,943,782"
Domestic,Port Arthur,Texas,2019,C2416,"11,269,628"
Foreign Total,Port Arthur,Texas,2019,C2416,"22,674,154"
Exports,Port Arthur,Texas,2019,C2416,"15,745,395"
Imports,Port Arthur,Texas,2019,C2416,"6,928,759"
Total (tons),Port Arthur,Texas,2020,C2416,"82,444,400"
Domestic,Port Arthur,Texas,2020,C2416,"34,594,216"
Foreign Total,Port Arthur,Texas,2020,C2416,"47,850,184"
Exports,Port Arthur,Texas,2020,C2416,"33,216,514"
Imports,Port Arthur,Texas,2020,C2416,"14,633,670"
Total (tons),Port Arthur,Texas,2021,C2416,"40,224,061"
Domestic,Port Arthur,Texas,2021,C2416,"17,265,935"
Foreign Total,Port Arthur,Texas,2021,C2416,"22,958,126"
Exports,Port Arthur,Texas,2021,C2416,"16,948,347"
Imports,Port Arthur,Texas,2021,C2416,"6,009,779"
Total (tons),Port Arthur,Texas,2022,C2416,"47,506,453"
Domestic,Port Arthur,Texas,2022,C2416,"16,263,497"
Foreign Total,Port Arthur,Texas,2022,C2416,"31,242,956"
Exports,Port Arthur,Texas,2022,C2416,"21,246,851"
Imports,Port Arthur,Texas,2022,C2416,"9,996,105"
Total (tons),Port Canaveral,Florida,2010,C2160,"2,510,158"
Domestic,Port Canaveral,Florida,2010,C2160,"636,136"
Foreign Total,Port Canaveral,Florida,2010,C2160,"1,874,022"
Exports,Port Canaveral,Florida,2010,C2160,"168,160"
Imports,Port Canaveral,Florida,2010,C2160,"1,705,862"
Total (tons),Port Canaveral,Florida,2017,C2160,"5,086,577"
Domestic,Port Canaveral,Florida,2017,C2160,"1,994,814"
Foreign Total,Port Canaveral,Florida,2017,C2160,"3,091,763"
Exports,Port Canaveral,Florida,2017,C2160,"105,642"
Imports,Port Canaveral,Florida,2017,C2160,"2,986,121"
Total (tons),Port Canaveral,Florida,2018,C2160,"5,436,994"
Domestic,Port Canaveral,Florida,2018,C2160,"1,391,845"
Foreign Total,Port Canaveral,Florida,2018,C2160,"4,045,149"
Exports,Port Canaveral,Florida,2018,C2160,"12,273"
Imports,Port Canaveral,Florida,2018,C2160,"4,032,876"
Total (tons),Port Canaveral,Florida,2019,C2160,"5,441,048"
Domestic,Port Canaveral,Florida,2019,C2160,"1,180,886"
Foreign Total,Port Canaveral,Florida,2019,C2160,"4,260,162"
Exports,Port Canaveral,Florida,2019,C2160,"30,927"
Imports,Port Canaveral,Florida,2019,C2160,"4,229,235"
Total (tons),Port Canaveral,Florida,2020,C2160,"4,540,776"
Domestic,Port Canaveral,Florida,2020,C2160,"1,106,268"
Foreign Total,Port Canaveral,Florida,2020,C2160,"3,434,508"
Exports,Port Canaveral,Florida,2020,C2160,"9,243"
Imports,Port Canaveral,Florida,2020,C2160,"3,425,265"
Total (tons),Port Canaveral,Florida,2021,C2160,"5,419,271"
Domestic,Port Canaveral,Florida,2021,C2160,"1,139,554"
Foreign Total,Port Canaveral,Florida,2021,C2160,"4,279,717"
Exports,Port Canaveral,Florida,2021,C2160,"47,137"
Imports,Port Canaveral,Florida,2021,C2160,"4,232,580"
Total (tons),Port Dolomite,Michigan,2010,L3627,"3,248,590"
Domestic,Port Dolomite,Michigan,2010,L3627,"2,703,076"
Foreign Total,Port Dolomite,Michigan,2010,L3627,"545,514"
Exports,Port Dolomite,Michigan,2010,L3627,"545,514"
Imports,Port Dolomite,Michigan,2010,L3627,
Total (tons),Port Dolomite,Michigan,2017,L3627,"3,310,819"
Domestic,Port Dolomite,Michigan,2017,L3627,"2,893,373"
Foreign Total,Port Dolomite,Michigan,2017,L3627,"417,446"
Exports,Port Dolomite,Michigan,2017,L3627,"398,707"
Imports,Port Dolomite,Michigan,2017,L3627,"18,739"
Total (tons),Port Dolomite,Michigan,2018,L3627,"2,766,412"
Domestic,Port Dolomite,Michigan,2018,L3627,"2,569,766"
Foreign Total,Port Dolomite,Michigan,2018,L3627,"196,646"
Exports,Port Dolomite,Michigan,2018,L3627,"127,292"
Imports,Port Dolomite,Michigan,2018,L3627,"69,354"
Total (tons),Port Dolomite,Michigan,2019,L3627,"3,008,973"
Domestic,Port Dolomite,Michigan,2019,L3627,"2,560,479"
Foreign Total,Port Dolomite,Michigan,2019,L3627,"448,494"
Exports,Port Dolomite,Michigan,2019,L3627,"432,510"
Imports,Port Dolomite,Michigan,2019,L3627,"15,984"
Total (tons),Port Dolomite,Michigan,2020,L3627,"2,224,824"
Domestic,Port Dolomite,Michigan,2020,L3627,"2,138,844"
Foreign Total,Port Dolomite,Michigan,2020,L3627,"85,980"
Exports,Port Dolomite,Michigan,2020,L3627,"48,501"
Imports,Port Dolomite,Michigan,2020,L3627,"37,479"
Total (tons),Port Dolomite,Michigan,2021,L3627,"3,066,708"
Domestic,Port Dolomite,Michigan,2021,L3627,"2,830,178"
Foreign Total,Port Dolomite,Michigan,2021,L3627,"236,530"
Exports,Port Dolomite,Michigan,2021,L3627,"172,871"
Imports,Port Dolomite,Michigan,2021,L3627,"63,659"
Total (tons),Port Everglades,Florida,2010,C2163,"20,233,197"
Domestic,Port Everglades,Florida,2010,C2163,"10,156,174"
Foreign Total,Port Everglades,Florida,2010,C2163,"10,077,023"
Exports,Port Everglades,Florida,2010,C2163,"3,254,299"
Imports,Port Everglades,Florida,2010,C2163,"6,822,724"
Total (tons),Port Everglades,Florida,2017,C2163,"24,901,038"
Domestic,Port Everglades,Florida,2017,C2163,"13,926,605"
Foreign Total,Port Everglades,Florida,2017,C2163,"10,974,433"
Exports,Port Everglades,Florida,2017,C2163,"3,411,338"
Imports,Port Everglades,Florida,2017,C2163,"7,563,095"
Total (tons),Port Everglades,Florida,2018,C2163,"25,022,351"
Domestic,Port Everglades,Florida,2018,C2163,"13,375,527"
Foreign Total,Port Everglades,Florida,2018,C2163,"11,646,824"
Exports,Port Everglades,Florida,2018,C2163,"3,509,845"
Imports,Port Everglades,Florida,2018,C2163,"8,136,979"
Total (tons),Port Everglades,Florida,2019,C2163,"23,995,569"
Domestic,Port Everglades,Florida,2019,C2163,"13,419,952"
Foreign Total,Port Everglades,Florida,2019,C2163,"10,575,617"
Exports,Port Everglades,Florida,2019,C2163,"3,240,241"
Imports,Port Everglades,Florida,2019,C2163,"7,335,376"
Total (tons),Port Everglades,Florida,2020,C2163,"40,881,146"
Domestic,Port Everglades,Florida,2020,C2163,"22,355,536"
Foreign Total,Port Everglades,Florida,2020,C2163,"18,525,610"
Exports,Port Everglades,Florida,2020,C2163,"5,528,508"
Imports,Port Everglades,Florida,2020,C2163,"12,997,102"
Total (tons),Port Everglades,Florida,2021,C2163,"23,745,453"
Domestic,Port Everglades,Florida,2021,C2163,"11,552,604"
Foreign Total,Port Everglades,Florida,2021,C2163,"12,192,849"
Exports,Port Everglades,Florida,2021,C2163,"2,958,531"
Imports,Port Everglades,Florida,2021,C2163,"9,234,318"
Total (tons),Port Everglades,Florida,2022,C2163,"25,558,659"
Domestic,Port Everglades,Florida,2022,C2163,"14,096,573"
Foreign Total,Port Everglades,Florida,2022,C2163,"11,462,086"
Exports,Port Everglades,Florida,2022,C2163,"2,960,321"
Imports,Port Everglades,Florida,2022,C2163,"8,501,765"
Total (tons),Port Fourchon,Louisiana,2017,C1910,"6,494,985"
Domestic,Port Fourchon,Louisiana,2017,C1910,"6,332,581"
Foreign Total,Port Fourchon,Louisiana,2017,C1910,"162,404"
Exports,Port Fourchon,Louisiana,2017,C1910,"129,597"
Imports,Port Fourchon,Louisiana,2017,C1910,"32,807"
Total (tons),Port Fourchon,Louisiana,2018,C1910,"7,836,594"
Domestic,Port Fourchon,Louisiana,2018,C1910,"7,714,240"
Foreign Total,Port Fourchon,Louisiana,2018,C1910,"122,354"
Exports,Port Fourchon,Louisiana,2018,C1910,"106,974"
Imports,Port Fourchon,Louisiana,2018,C1910,"15,380"
Total (tons),Port Fourchon,Louisiana,2019,C1910,"7,775,668"
Domestic,Port Fourchon,Louisiana,2019,C1910,"7,708,323"
Foreign Total,Port Fourchon,Louisiana,2019,C1910,"67,345"
Exports,Port Fourchon,Louisiana,2019,C1910,"49,343"
Imports,Port Fourchon,Louisiana,2019,C1910,"18,002"
Total (tons),Port Fourchon,Louisiana,2020,C1910,"7,409,486"
Domestic,Port Fourchon,Louisiana,2020,C1910,"7,215,051"
Foreign Total,Port Fourchon,Louisiana,2020,C1910,"194,435"
Exports,Port Fourchon,Louisiana,2020,C1910,"58,553"
Imports,Port Fourchon,Louisiana,2020,C1910,"135,882"
Total (tons),Port Fourchon,Louisiana,2021,C1910,"6,536,135"
Domestic,Port Fourchon,Louisiana,2021,C1910,"6,503,162"
Foreign Total,Port Fourchon,Louisiana,2021,C1910,"32,973"
Exports,Port Fourchon,Louisiana,2021,C1910,"22,664"
Imports,Port Fourchon,Louisiana,2021,C1910,"10,309"
Total (tons),Port Freeport,Texas,2020,C2408,"38,748,662"
Domestic,Port Freeport,Texas,2020,C2408,"4,171,925"
Foreign Total,Port Freeport,Texas,2020,C2408,"34,576,737"
Exports,Port Freeport,Texas,2020,C2408,"28,016,360"
Imports,Port Freeport,Texas,2020,C2408,"6,560,377"
Total (tons),Port Freeport,Texas,2022,C2408,"31,550,159"
Domestic,Port Freeport,Texas,2022,C2408,"6,249,289"
Foreign Total,Port Freeport,Texas,2022,C2408,"25,300,870"
Exports,Port Freeport,Texas,2022,C2408,"20,037,619"
Imports,Port Freeport,Texas,2022,C2408,"5,263,251"
Total (tons),Port Hueneme,California,2010,C4150,"1,381,561"
Domestic,Port Hueneme,California,2010,C4150,"19,000"
Foreign Total,Port Hueneme,California,2010,C4150,"1,362,561"
Exports,Port Hueneme,California,2010,C4150,"138,160"
Imports,Port Hueneme,California,2010,C4150,"1,224,401"
Total (tons),Port Hueneme,California,2017,C4150,"1,853,096"
Domestic,Port Hueneme,California,2017,C4150,"5,984"
Foreign Total,Port Hueneme,California,2017,C4150,"1,847,112"
Exports,Port Hueneme,California,2017,C4150,"204,622"
Imports,Port Hueneme,California,2017,C4150,"1,642,490"
Total (tons),Port Hueneme,California,2018,C4150,"1,987,668"
Domestic,Port Hueneme,California,2018,C4150,"8,818"
Foreign Total,Port Hueneme,California,2018,C4150,"1,978,850"
Exports,Port Hueneme,California,2018,C4150,"182,937"
Imports,Port Hueneme,California,2018,C4150,"1,795,913"
Total (tons),Port Hueneme,California,2019,C4150,"1,936,661"
Domestic,Port Hueneme,California,2019,C4150,"13,586"
Foreign Total,Port Hueneme,California,2019,C4150,"1,923,075"
Exports,Port Hueneme,California,2019,C4150,"153,311"
Imports,Port Hueneme,California,2019,C4150,"1,769,764"
Total (tons),Port Hueneme,California,2020,C4150,"1,844,182"
Domestic,Port Hueneme,California,2020,C4150,"15,176"
Foreign Total,Port Hueneme,California,2020,C4150,"1,829,006"
Exports,Port Hueneme,California,2020,C4150,"122,459"
Imports,Port Hueneme,California,2020,C4150,"1,706,547"
Total (tons),Port Hueneme,California,2021,,"2,247,401"
Domestic,Port Hueneme,California,2021,,"24,963"
Foreign Total,Port Hueneme,California,2021,,"2,222,438"
Exports,Port Hueneme,California,2021,,"217,552"
Imports,Port Hueneme,California,2021,,"2,004,886"
Total (tons),Port Inland,Michigan,2010,L3803,"4,694,580"
Domestic,Port Inland,Michigan,2010,L3803,"4,373,191"
Foreign Total,Port Inland,Michigan,2010,L3803,"321,389"
Exports,Port Inland,Michigan,2010,L3803,"321,389"
Imports,Port Inland,Michigan,2010,L3803,
Total (tons),Port Inland,Michigan,2017,L3803,"4,222,250"
Domestic,Port Inland,Michigan,2017,L3803,"3,996,674"
Foreign Total,Port Inland,Michigan,2017,L3803,"225,576"
Exports,Port Inland,Michigan,2017,L3803,"202,846"
Imports,Port Inland,Michigan,2017,L3803,"22,730"
Total (tons),Port Inland,Michigan,2018,L3803,"4,327,245"
Domestic,Port Inland,Michigan,2018,L3803,"4,185,344"
Foreign Total,Port Inland,Michigan,2018,L3803,"141,901"
Exports,Port Inland,Michigan,2018,L3803,"127,907"
Imports,Port Inland,Michigan,2018,L3803,"13,994"
Total (tons),Port Inland,Michigan,2019,L3803,"4,886,329"
Domestic,Port Inland,Michigan,2019,L3803,"4,466,221"
Foreign Total,Port Inland,Michigan,2019,L3803,"420,108"
Exports,Port Inland,Michigan,2019,L3803,"339,476"
Imports,Port Inland,Michigan,2019,L3803,"80,632"
Total (tons),Port Inland,Michigan,2020,L3803,"3,600,715"
Domestic,Port Inland,Michigan,2020,L3803,"3,472,305"
Foreign Total,Port Inland,Michigan,2020,L3803,"128,410"
